Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,Grades,Stress_Level
5.760505707666144,0.5394942923338567,9.03025285383307,3.6394942923338567,5.030252853833072,7.260505707666144,1
5.395957768471909,3.76397184564794,6.70404223152809,0.66397184564794,7.47205630870412,7.061950729883895,1
5.52883317307089,3.4144165865354448,7.714416586535445,2.8948891025721477,4.447444551286074,6.463905496792659,1
5.601086655823057,2.0494566720884717,7.275271663955764,5.375271663955765,3.6989133441769435,6.55,1
5.084139489470692,2.711023573705152,8.331721021058616,4.736557957882771,3.1365579578827707,6.792958348434814,1
5.288087075919893,2.7523483036795713,7.78339046856075,0.45234830367957135,7.723825848160215,7.184192665486779,1
5.33844694167643,2.6846591749707085,7.738446941676431,0.4615530583235696,7.776893883352861,7.3405050355607635,1
5.097075271696544,3.5,9.679526901875809,3.2175483698207357,2.505849456606912,6.96742366829514,1
5.447745025169429,1.8348366498870474,7.821928274604666,1.5,7.395490050338857,7.546843035237201,1
5.1515479469893775,2.787113013252655,6.57422602650531,0.4159828807261007,9.071130132526553,6.305054112532473,1
5.8,3.634047541703657,7.2,2.667559427129571,4.6983930311667725,7.146488114574086,1
5.674350825629161,2.974350825629161,7.351298348741678,4.879544220595875,3.1204557794041254,7.152596697483357,1
5.735696041580677,1.2160759896048308,6.451772031185508,5.312531927233816,5.283924010395169,7.708037994802416,1
5.8635934048238125,3.1456263807047504,7.681796702411907,1.2546098927642813,6.05437361929525,7.803735168905231,1
5.666426835591548,0.6,9.134292657633807,3.616067088978871,4.983213417795774,7.3342926576338066,1
5.453733866880418,2.053733866880418,9.398506453247833,3.4507467733760837,3.6432790396152472,7.225373386688042,1
5.600638587171683,3.295529889798216,6.3025543486867335,4.696807064141583,4.104470110201783,7.1208301633231885,1
5.314815253269965,3.9,6.67036949346007,0.7564809334125436,7.358334319857422,8.228703813317491,1
5.406458465299406,3.461692691837574,9.470156151025444,3.1233853836751484,2.538307308162426,6.8727395371452085,1
5.30752552878903,0.20188138219725765,8.501881382197258,2.7056441465917733,7.283067560224681,6.53400825132331,1
5.073637294596667,1.9631813527016668,7.357730531088332,0.9686321743150016,8.636818647298332,6.6926362705403335,1
5.348039283787168,0.8558821486384959,8.196078567574336,5.403921432425664,4.196078567574336,7.067058578366195,1
5.490201710929883,3.082997148450194,9.736599429690038,1.2097982890701167,4.480403421859767,6.846224733572678,1
5.630007310142073,1.2539985379715854,8.923991227829513,0.2840058481136578,7.907997075943171,6.986808479764804,1
5.3559690790302295,2.4,8.132092762909314,2.5,5.6119381580604575,7.162170065333742,1
5.357207744469217,0.6427922555307833,7.232094191648088,3.0144154889384334,7.753490319413479,6.737443223589436,1
5.8,1.4955888389991887,6.880513951251014,0.2761027902502028,9.547794419499594,6.478089865297809,1
5.624759947205666,2.8046067634562784,6.270633289338055,5.416506631470444,3.883493368529556,7.433493368529556,1
5.225905597298704,0.49259840077179895,9.8925984007718,1.8888976011576983,6.5,6.534063038533581,1
5.431625566792262,0.770936083019343,6.2341872166038685,1.1709360830193432,10.392315050565182,7.189320081961817,1
5.353048757253579,2.8775915389258673,7.226524378626789,5.6734756213732105,2.869359703820553,6.765701195116258,1
5.3407831366939895,3.8524196738570122,7.933985947244992,3.3,3.5728112422040073,7.023502012473589,1
5.648745136004661,0.6,7.25125486399534,3.589749027200932,6.910250972799068,7.350795330564474,1
5.006277151276355,3.5,9.043940058934485,3.7623370923418706,2.6874456974472904,6.576991750488326,1
5.418479994389431,3.6687885722300813,8.056674294530895,4.1624228555398375,2.693634283309756,7.311211427769919,1
5.379648882268449,0.6796488822684484,8.813567411821035,0.1678370591051719,8.959297764536897,6.411859552907379,1
5.709710929915955,1.1203854267787265,7.51942185983191,4.239807286610636,5.410674496862772,6.9337880152717,1
5.729182791135472,3.8416344177290562,9.1,1.3334623290837748,3.9957204620516973,7.136731164541887,1
5.113470120293754,2.440410360881263,6.373059759412492,5.213470120293755,4.859589639118737,6.90518286767687,1
5.3910852300881364,0.3417829539823727,9.291085230088136,1.1,7.876046585841355,6.503759661061696,1
5.303764917085887,1.1729415284764784,6.954116943047043,1.4345883056952957,9.134588305695296,7.059247016582822,1
5.862091551776748,3.448366207106991,8.565359137562766,0.8620915517767478,5.262091551776748,7.075816896446504,1
5.786277389856246,3.2091484067625027,8.986277389856246,0.8228710169062565,5.195425796618749,7.183990288165621,1
5.387153680615238,3.9871536806152377,7.551385277539049,3.561461041845713,3.5128463193847623,6.5442315969238125,1
5.19469779383548,0.6,7.7,3.518557721575822,6.986744484588699,6.909395587670959,1
5.4,1.8280099302428776,9.5,0.5906633565857073,6.681326713171415,7.25,1
5.1,0.8497910990457549,7.350069633651415,3.8751044504771226,6.825034816825707,7.954798062410896,1
5.573982751973873,0.2,6.46097412796081,0.9130086240130633,10.852034496052253,7.419346531119008,1
5.420868402035489,1.0274789587787068,9.354957917557414,1.303305278371609,6.893389443256782,7.038016832977035,1
5.70245869164588,2.214752149875281,9.585247850124718,2.290165233416479,4.207376074937641,7.43893588759354,1
5.006637065458699,0.6154864860702981,6.5933629345413,3.4889382242355014,8.2955752896942,7.222876061698769,1
5.8,2.6,9.967638978085047,2.726527153404679,2.905833868510275,6.729444087659816,1
5.251135680959534,2.1465929571213995,8.697728638080934,5.248864319040466,2.655678404797667,6.877949766716734,1
5.12295925821922,1.0147962910961035,6.222959258219221,4.02295925821922,7.616325934246234,7.607398145548052,1
5.8,3.063340924678699,9.709977225963904,5.063340924678699,0.36334092467869894,7.34533636987148,1
5.455409729362326,3.056722165101399,6.48918054127535,1.155409729362325,7.843277834898601,6.84432778348986,1
5.6,0.3,9.5,1.1273626666281666,7.472637333371834,6.587065866755217,1
5.798274700094627,1.6005750999684578,9.798274700094627,1.500287549984229,5.30258794985806,6.520517589971612,1
5.342618130223597,0.9147637395528054,7.327854390670792,0.5590549582112216,9.855708781341583,7.13278543906708,1
5.464583892701097,0.8256935121648378,6.190277404865935,1.5,10.01944519026813,7.318890380536259,1
5.167275235761666,1.4327247642383338,6.283637617880833,4.230899056953335,6.885463325165832,7.754185330066332,1
5.358961909749986,2.638442864624979,8.997404774374964,1.7051904512500706,5.3,7.686179989525029,1
5.661263554843702,1.6918953322655534,8.138736445156297,4.054945780625191,4.453158887109256,7.270810466773445,1
5.822076961278876,1.322076961278876,8.954538728952134,3.0337691161633717,4.867538232326744,6.773376911616338,1
5.532952418246337,1.9247143136847527,9.950571372630494,4.583523790876831,2.0082381045615842,7.116247660070971,1
5.804149790622414,1.5597503489626434,8.136099860414943,0.33609986041494266,8.163900139585058,7.616099860414942,1
5.196353364284341,0.1,9.169097757143772,3.4454887857188647,6.089060092853022,6.4679849342837,1
5.3,1.627325952699821,7.62732595269982,2.818022141900537,6.62732595269982,6.35,1
5.875431781125205,0.15896372529950775,9.485259068675123,0.004913643774958967,8.475431781125206,6.967224526185107,1
5.81510578917809,1.8697884216438199,7.67915368657528,3.44531736753427,5.19063473506854,7.441449896273932,1
5.629700440312781,1.6729339204170408,7.58646696020852,0.3,8.810898679061658,6.619437004239798,1
5.566169552100559,1.4718079600837994,7.31127681596648,2.20563840798324,7.445107263865921,7.00281920399162,1
5.183945463385224,1.6938091218482856,8.941972731692612,3.1481636098443264,5.0321090732295515,6.749632721968865,1
5.2361474052335915,0.8915577842992256,7.480737026167957,1.5084422157007742,8.883115568598452,6.9064924548787605,1
5.378316078573956,0.2795188795925589,8.019278319388839,4.621683921426044,5.701202801018603,7.109639159694419,1
5.5,3.5177354392953992,9.527421520234867,3.454843040469734,2.0,6.567912537009928,1
5.895193294387949,0.3,9.696795529591965,1.5919888239799143,6.516022352040172,6.895994411989958,1
5.481866801263009,0.577199798105487,8.422800201894514,5.218133198736991,4.3,6.9373067608841055,1
5.747049601839567,1.6317702388962596,6.2,3.157639681471654,7.263540477792519,7.4214067849933665,1
5.554009078821783,0.3379727635346518,6.729954605891086,0.7160363152871311,10.662027236465349,7.41951588793812,1
5.729516236779934,1.5344151744275916,7.078689529597491,1.8786895295974917,7.778689529597491,7.241641153275485,1
5.8,1.7875463668461955,6.515567041442256,0.20311340828845115,9.693773183423097,7.266375190484728,1
5.4,2.5,9.704499952387234,1.230333365075177,5.165166682537588,6.591116725389077,1
5.263147365627624,0.8105579031171283,7.615736828138119,1.5894420968828715,8.721115806234257,6.776892644987405,1
5.618614949903782,2.6271283500320726,6.081385050096218,0.5593074749518911,9.113564175016036,7.153506909826808,1
5.5,2.520530897360713,9.052679009330845,5.1267900933084425,1.8,7.398928396267662,1
5.206361314417056,0.5254452576682226,7.265012770706194,5.609541971625583,5.393638685582944,7.004491060505664,1
5.137105103140624,2.670132139007815,7.211315309421872,3.4742102062812483,5.507237242148439,6.199908110760157,1
5.813137683204439,2.7051014656355115,9.794898534364489,3.1737246335911222,2.5131376832044388,6.960586950386683,1
5.544680629441651,2.6776596852791745,6.310638741116697,1.065958111675045,8.401062832487431,6.973829321827468,1
5.477092184464405,0.5083687378576207,6.2,1.0,10.814539077677974,7.242333266982704,1
5.9,1.42417341750649,6.944783228116887,1.8689566456233775,7.862086708753244,7.363817056816881,1
5.1477952018114,1.508819192754399,6.4283071972829,2.9,8.0150784081513,6.96088191927544,1
5.225244064326283,3.9,9.57573219297885,0.6364017105317261,4.662622032163141,6.454560684212691,1
5.347502048927045,0.652497951072955,7.239373463304716,2.99500409785409,7.765622438841194,6.745935707188836,1
5.773979056406998,1.4097578538473754,7.019515707694751,0.3,9.496747382050875,6.223252617949125,1
6.637300150920366,2.2047601811044393,6.697619909447781,5.630159879263707,2.8301598792637073,7.418252187141254,2
7.9239474215354075,0.4253508594881976,8.29859656204721,0.47605257846459276,6.876052578464592,8.447043882665344,2
7.14525697066695,3.3401468403811143,6.5197063192377716,0.35985315961888587,6.635036710095278,7.962775325714589,2
7.9,3.3698446820988357,8.969844682098836,0.5150776589505822,3.2452329768517467,7.7030155317901166,2
7.2,1.5657612892300343,9.797283867690103,1.4657612892300342,3.971193553849828,7.4117367803118075,2
7.443169139666453,2.9863382793329056,6.270492581000641,1.3726765586658114,5.927323441334188,7.418578042465683,2
7.906325232171907,3.0562048606968557,6.174939814262474,4.943795139303145,1.9187349535656184,7.235948784825786,2
6.957401062141604,3.173543160611887,7.236771580305944,2.605827357552453,4.026456839388113,8.191928950764858,2
7.2,2.79391905292731,8.90608094707269,0.8530404735363452,4.246959526463654,7.327297136487228,2
7.85360621397255,3.5512020713241834,6.9,1.1512020713241833,4.543989643379083,7.743918135808235,2
7.494602110950489,1.8080968335742664,7.886505277376223,3.7080968335742663,3.1026989445247555,7.919460211095049,2
7.435858634800057,1.1,7.642760910133296,2.060690227533324,5.760690227533324,7.430067362906693,2
6.289204655517711,0.264772066893732,6.210795344482289,4.8,6.435227933106268,7.274659553174388,2
6.547544549601095,2.652455450398905,6.473772274800547,5.436886137400274,2.889341587799179,7.62,2
6.279481130354164,0.3025943482291758,8.661556608937506,0.7205188696458351,8.035849042833318,7.708962260708329,2
7.197890325515846,3.0497362906894807,7.700527418621038,4.9,1.1518459651736346,7.48,2
7.557690388462635,1.5307615538505437,6.473071165387908,2.684619223074728,5.7538576692241845,8.210378281926697,2
6.798503538763773,3.7029929224724545,9.3,3.195510616291318,1.0029929224724545,7.245510616291318,2
6.317145792678827,2.882854207321173,6.358572896339413,5.339048597559609,3.102378506100978,7.3463826158513355,2
7.97224521152615,0.7889808461046022,7.755509576947699,4.311019153895398,3.1722452115261506,8.558367817289225,2
6.296540653708599,2.259613818779572,7.0315365825354865,0.5403861812204279,7.871922763755915,8.284577643361397,2
6.89513680671371,3.5097263865725816,7.807294789929436,2.492705210070564,3.295136806713709,7.54197573107762,2
6.19364168877215,0.39364168877215033,7.60635831122785,3.5354527704092833,6.270905540818567,7.07364168877215,2
7.282288932059295,2.6822889320592953,9.288555339703525,0.7114446602964756,4.03542213588141,8.525313320382212,2
6.776183433741165,1.5642751506117487,8.429770707823543,0.3,6.929770707823543,7.223816566258835,2
7.23685713839793,1.2184285691989651,6.295392857700259,1.1723571462015525,8.076964288501294,7.658239281087853,2
7.359594926845686,2.18297287804409,6.408513560977956,3.491486439022045,4.5574321951102235,7.831081365867731,2
6.974031740051089,1.1,8.951936519897822,2.3220952201532667,4.651936519897823,7.590273002117504,2
6.996908676694226,1.9938173533884531,8.301545661652888,0.10309132330577349,6.60463698495866,8.16485251580171,2
6.3215044312236826,2.8071681437412273,8.821504431223683,1.4641592812938626,4.585663712517545,6.655840718706138,2
7.0,3.685636829663463,6.985636829663463,4.057452681346149,2.271273659326926,7.391165220855774,2
6.303334518095633,2.5166725904781653,7.876658373330569,4.989996445713101,2.313338072382532,7.676665481904367,2
7.410914006873225,0.38908599312677594,7.4963619977089255,2.785447990835701,5.918190011455374,8.148180998854462,2
6.270601891093472,1.97349527226632,9.344097163359793,4.4440971633597925,1.9677085099206242,7.055324160405639,2
7.458889778413917,3.882220443172166,8.576669335241752,0.3,3.7822204431721658,7.9683346676208755,2
6.69192181711846,0.6229804542796149,6.3,1.7925488643009628,8.592548864300962,6.780250818873001,2
6.1446589985449425,3.455341001455057,6.259545331393257,1.6297726656966287,6.510682002910114,7.624465899854495,2
6.373231197937489,1.5633844010312554,8.895076601546883,4.9950766015468835,2.173231197937489,7.174646239587498,2
6.166101450662782,3.515253626656954,6.9338985493372185,3.316949274668609,4.067797098674437,7.99694783357902,2
7.01136025249167,1.1772794950166598,8.267040378737505,5.132959621262495,2.41136025249167,8.327279495016661,2
6.451076180671375,0.5744619096643124,7.6936154774160785,3.1872309548321565,6.093615477416078,7.473185005147528,2
7.0392059593349945,1.1215880813300108,8.308808939002493,5.091191060997508,2.4392059593349944,8.27158808133001,2
7.728024468035747,3.5570061170089367,7.6710183510268095,3.3869449469195714,1.6570061170089365,7.534012234017873,2
6.861129402491693,0.5805647012458462,8.990282350622923,4.17084705186877,3.3971764937707682,7.122757657259138,2
7.1,1.8924963866504152,6.815497831990249,3.284502168009751,4.907503613349585,7.364502168009751,2
7.102983844968721,2.7970161550312787,6.702983844968721,1.6950269250521317,5.701989229979148,7.898806462012512,2
6.098058810665567,3.0719831969526954,7.1,3.4140084015236525,4.315949590858086,7.186852089446645,2
6.351832965236373,0.15183296523637368,8.759164826181868,2.7408351738181316,5.9963340695272525,7.241568359912681,2
6.5245253856144085,0.7509492287711822,9.438686535963978,4.734889620879248,2.550949228771182,6.816890729420548,2
6.477769414673739,1.0777694146737387,8.9,0.3,7.244461170652523,7.439276543007606,2
6.260596851800947,0.8908952777014196,6.330298425900473,4.89089527770142,5.627314166895742,6.924238740720379,2
7.810745225196133,0.6404968167974219,8.927267507614179,1.1,5.521490450392266,7.86967070267652,2
6.264050884878024,0.8359491151219756,6.271898230243951,1.6921526546340735,8.935949115121975,8.023774999121676,2
7.617436737705797,1.6706408155735506,7.011922446720652,1.3706408155735506,6.329359184426449,8.138524485654528,2
6.8762555378085946,1.1190638844521488,6.461872231095703,1.3618722310957025,8.180936115547851,7.5390638844521485,2
7.170897944788737,3.762022678935836,6.924045357871672,4.4860680368075085,1.6569659815962459,8.122786392638497,2
7.460121695574031,3.3734144637160206,8.960121695574031,1.7531710725679586,2.4531710725679585,7.496255560705466,2
6.965296221022588,2.3173518894887057,9.76529622102259,2.578083502699176,2.3739721657669413,7.707853677357906,2
6.302268479772188,1.0977315202278124,8.9,0.39773152022781244,7.302268479772188,7.257939679202656,2
7.74984837053128,1.0516679241559195,9.59878696425024,2.55045488840616,3.0492418526564,8.233984082559576,2
6.260511446309968,0.7386361431734202,6.339488553690033,1.540340964206645,9.121022892619935,7.199147589483387,2
7.364996393077777,2.135003606922224,9.829992786155554,4.540014427688894,0.12999278615555304,8.087501803461112,2
6.22980331227423,3.4913768140803922,7.6,2.110590063177311,4.5682298104680665,6.831770189531933,2
6.51831706777444,1.1183170677744405,6.857054868605271,4.163365864451119,5.342945131394729,6.9,2
7.756002136727027,3.4549973290912166,8.978001068363513,0.73299839745473,3.0780010683635135,7.423997863272973,2
6.8972029058890785,1.6986014529445392,8.402797094110921,4.701398547055461,2.3,7.365501210787116,2
7.362441704736006,2.1375582952639944,6.587325114208017,3.2502331810559775,4.662441704736006,8.292021978835246,2
6.1,2.4281945819522606,9.515416254143217,4.737592775936347,1.2187963879681738,6.655564695641374,2
6.557828014099617,1.4,8.042171985900383,1.7686879436015304,6.23131205639847,7.892877659218393,2
6.6215653642780445,2.017971136898371,9.489217317860977,1.482028863101629,4.389217317860978,7.332939218566827,2
6.879358810879476,0.2,7.546559801813246,3.160320594560262,6.213760792747016,7.331168931477744,2
6.537206609587727,0.8286776826462117,7.654264463470757,2.925586780824546,6.054264463470758,7.307910746577182,2
6.743270626064142,1.1853834991486862,7.571345874787172,5.485383499148686,3.0146165008513135,7.371345874787171,2
7.940916673943099,0.6636666957723957,7.818166652113803,4.436333304227604,3.140916673943099,8.511375010914648,2
7.7938999500121895,1.796949975006095,6.40610004998781,1.8244001999512396,6.178649825042665,8.476034967507925,2
7.803734818874921,3.3925303622501572,8.992530362250157,0.6962651811250785,3.114939275499686,7.392698384174733,2
6.1709597757361365,0.7580804485277266,6.346780168197897,0.9596594954063076,9.764520112131931,6.948068100918738,2
6.844076256564505,1.5639809358588739,7.6,0.747866551012116,7.2440762565645045,7.5361143848467576,2
6.450824205060754,2.4872939487348114,7.261881846204434,2.8618818462044344,4.938118153795566,7.751717005192283,2
6.456672978016441,1.7133459560328825,9.547775673994519,1.595551347989039,4.686654043967118,7.095454332225758,2
6.4539987106197225,3.1920025787605555,7.5150032234506945,1.376999355309861,5.461996131859166,7.545406317963362,2
7.513671589001262,3.3431642054993684,7.2647463082490535,3.2920894862515784,2.5863284109987372,7.5843164205499365,2
7.4491561903276,2.1,7.0262657145086,2.1754219048362,5.2491561903276,7.5708438096724,2
7.217069492998754,0.542673732496884,6.4,2.165861014002493,7.67439576050187,7.971465253500623,2
6.710336344233721,1.4051681721168607,8.674159139415696,2.7155045163505824,4.494831827883139,7.546382279518197,2
6.418812778940889,3.153135463156815,6.10627092631363,0.4468645368431852,7.874916294745482,7.037458147372741,2
7.075618927033936,3.4540635121610106,6.908127024322021,5.037809463516968,1.5243810729660638,8.609187297567797,2
6.972514019700359,1.3637429901498206,8.063742990149821,5.408771029550538,2.191228970449462,8.241815416273477,2
6.345218266744532,0.6821725998832016,6.254781733255468,1.3547817332554677,9.36304566686133,7.517827400116798,2
7.402414792053747,2.1975852079462537,9.607244376161239,4.295170415892507,0.4975852079462535,6.936420585965476,2
7.793479860679522,1.793479860679522,6.5516300348301195,3.5548901044903585,4.306520139320478,8.157990850230487,2
6.3,2.703113058117626,7.832295647294124,4.864591294588249,2.3,7.693540870541175,2
6.502406902615649,3.27951861947687,6.879518619476871,0.5,6.838555858430611,7.342166212354083,2
7.681249675378622,3.064583874368963,8.781249675378621,2.9729167748737924,1.5,7.358540833471797,2
7.587794284141127,3.256102857929436,9.168308573788309,2.4,1.5877942841411272,8.040043435021378,2
7.492154361865773,2.539228190671133,9.3,2.7,1.9686174474630935,7.951357043567795,2
6.302535074341546,0.015210446049274505,8.577184330926087,3.2,5.905070148683092,7.84112723980459,2
6.581324207338962,1.9224109511932448,6.107470317064415,3.7887945244033774,5.6,7.511952507303064,2
7.749205963846339,3.917990060256103,9.365607951795118,0.3,2.6671960241024415,7.42460298192317,2
7.112818055734412,1.7391948412187397,7.7608051587812605,0.9871819442655885,6.4,6.983368769928142,2
7.272837644468584,2.1635811777657077,6.7182094111171455,5.559104705558573,2.286267061089989,7.915523527792865,2
7.382670567992916,1.3826705679929154,6.738635456056676,5.644035111936239,2.8519882960212537,7.162670567992915,2
7.4,1.1251496341368687,6.3374251829315655,1.8,7.3374251829315655,7.8706137774397344,2
7.199902840734162,3.5749757101835407,7.72502428981646,2.649951420367081,2.850145738898757,7.797419843605684,2
7.9450773335293885,2.0196906658824485,7.07461333235306,1.6606186682351036,5.3,8.004092800235266,2
7.571242446379963,1.885838369080025,6.4858383690800245,0.7429191845400125,7.314161630919975,7.949782854109956,2
6.671842098625815,3.2,8.898059213015319,2.3640789506870927,2.866019737671773,7.101845396645078,2
7.9,1.9440132206108114,6.19595372786216,4.355986779389188,3.6040462721378397,7.610355049923241,2
7.286459584198958,0.2909730561326388,6.890973056132639,4.849648191270486,4.681946112265278,7.723610777546944,2
7.704841233321693,3.3358927749738085,7.4951587666783075,4.768948458347885,0.6951587666783074,7.55863092499127,2
6.822822973744299,1.4782583789954398,6.977177026255701,3.6217416210045603,5.1,7.391303351598176,2
7.4941396268828235,1.794139626882824,8.361172074623436,1.4611720746234351,4.889376596987482,8.218827925376564,2
6.983920012485558,1.883920012485558,7.5741199812716635,1.367840024971116,6.190199968786105,6.993292016855503,2
6.6,0.4,6.874319296850347,0.6495461979002315,9.476134505249421,8.255226901049884,2
6.47798633932563,1.049180875055883,7.893208196404622,0.3220136606743692,8.257610928539496,7.493583607190757,2
6.417938500582068,1.175784611046437,8.875784611046438,1.8547076662786215,5.675784611046437,7.12,2
6.505757395451902,0.7971213022740489,9.492803255685121,4.594242604548097,2.610075442040829,6.8533105023848435,2
7.046429056202767,1.6232145281013832,6.353570943797234,1.6232145281013832,7.353570943797234,7.466429056202767,2
7.981598943191299,2.013800792606526,9.890799471595649,0.6138007926065258,3.5,7.369682853383493,2
7.208145760463794,1.175562718608618,7.720364401159485,0.808145760463794,7.087781359304309,8.182893903026033,2
7.213276350406604,3.9,7.515631532791194,4.642184233604403,0.7289078831977985,6.883244065677468,2
6.0,0.05926842812399527,8.140731571876005,5.548171070309989,4.251828929690012,7.181463143752009,2
7.4,0.715495702547605,6.305165234182535,1.8474173829087326,7.731921680361127,7.889483476581747,2
6.9902165839349,3.7,8.6195668321302,2.0293502481953003,2.6608663357395996,7.237176981047381,2
6.85251523746495,1.4050304749299007,7.4474847625350495,2.396646350046733,5.898323175023366,7.100335364995327,2
7.405305645843887,0.19469435415611314,6.74204153123417,4.852652822921944,4.805305645843887,7.788448669798526,2
7.965359626017997,0.47320186991001517,6.169280747964006,5.392157756107982,4.0,6.868823663416197,2
6.2,3.826459340304811,6.390466484314176,3.4132296701524054,4.169844505228608,7.625174616253213,2
7.599252367198687,2.9601495265602624,9.419551420319213,2.6202990531205255,1.4007476328013133,7.4198504734397375,2
6.946340039220886,1.2152449705843351,8.7,2.7,4.4384149901947785,7.7532305323572315,2
7.372981269826471,0.3,6.5715842857808795,5.128415714219121,4.627018730173529,7.741894380947941,2
6.495469599022796,1.4,8.122652004886023,1.990939198045591,5.9909391980455915,7.616928072866408,2
7.512383784387942,0.38730630731323556,9.862538738537353,4.374922522925294,1.862848646836176,7.0250774770747055,2
7.51224202528573,3.8122420252857294,7.375515949428541,2.8618980590000347,2.4381019409999656,8.36217323202859,2
7.701881755148053,2.2509408775740263,8.648431870709956,3.3478046189939388,2.0509408775740265,7.57390230949697,2
7.1430530476435035,2.9574040635246712,7.899542888831825,1.8430530476435034,4.156946952356497,7.981709368289021,2
7.0,2.1976080894856835,9.663477452647578,2.431738726323789,2.707175731542949,7.627847280537115,2
6.481467213540715,3.283706557291857,6.883706557291857,0.5,6.851119671875571,7.323320492186643,2
6.3493981231803005,1.721170624220129,8.57882937577987,0.1,7.250601876819699,7.808227498960172,2
6.478790360896842,2.8715161443587367,7.8,4.8357580721793685,2.0139354225650523,7.62133224120539,2
7.184093213675027,0.2,7.597348868945837,3.0079533931624867,6.010604524216649,7.092460315954562,2
7.017155116254693,0.6,8.707112209363268,4.434310232509385,3.2414224418726536,7.490042906891425,2
6.211953951715008,3.4880460482849913,9.617930927572512,2.0119539517150087,2.670115120712479,6.4319996899602865,2
7.242452582212412,2.5150948355751757,6.984905164424824,0.2575474177875879,7.0,7.678300845292131,2
7.667098044276087,2.4,6.916450977861956,0.2611830073793478,6.755267970482609,7.877171894834456,2
7.3,1.792986465532706,8.657315287376942,1.1140270689345881,5.135671178155764,7.839057244225553,2
7.583301156196606,0.2541747109508483,9.9,3.1,3.162524132852545,7.3657866764850795,2
7.590876642136813,1.8,7.418246715726374,0.6636850367947805,6.527191605342033,7.365438321068407,2
7.135611289654178,3.12341407648939,6.1058535191223475,1.0351211147340849,6.6,7.318731261191512,2
6.3,1.7386102637800773,6.838610263780078,5.470271846460542,3.652507625979303,7.0613897362199225,2
7.1116428308528254,2.9155237744704343,7.97283339467674,1.8116428308528258,4.188357169147174,7.936688057555717,2
7.043210385173638,2.2094649358043936,7.047324679021968,3.1378597432175748,4.562140256782425,7.162963115552091,2
6.039158226957859,1.1433670921685628,6.139158226957859,2.1,8.578316453915718,7.244757595737926,2
6.02080839026255,1.9583832194749007,7.12080839026255,0.1138722601750331,8.786127739824968,7.122080839026255,2
6.739533199173544,2.9899221998622574,8.920155600275486,4.070544600964198,1.2798443997245148,6.3066690811845865,2
7.98542253947876,1.99271126973938,9.9,0.6163996430863947,3.5054665476954647,7.3181778174348455,2
6.852778519622036,1.0716671117732215,8.256665776453556,2.481111407848814,5.337777184302372,8.047166711177322,2
7.126797290633458,2.3830067734163567,7.590195935950186,6.0,0.9,7.240457426101784,2
6.0071188648460225,0.3355943242301145,8.471524540615908,2.407118864846023,6.778643405461931,6.995795859523522,2
7.763795126058753,3.0405121848531196,9.0,2.5594878151468805,1.6362048739412478,7.6884517142998785,2
7.031024937806109,1.6069251865816727,7.3775623445152725,2.184487531096946,5.8,7.151024937806109,2
7.688364032132087,0.4976728064264174,8.004654387147164,0.7139631614414955,7.095345612852834,8.353025351645657,2
6.318553151741106,0.46289369651778717,7.4257873930355744,3.4628936965177872,6.329872062187745,7.131761805473123,2
7.41544356756798,2.85366929729606,7.5,2.97181452252266,3.2590726126133,7.56409273873867,2
7.440917586189172,3.511816482762166,7.429101103427007,3.9590824138108283,1.6590824138108282,7.38218725516107,2
7.869673716536416,3.4,9.0,0.5606525669271698,3.169673716536415,7.602955892916528,2
6.637105715322011,3.637105715322012,9.362894284677989,1.5484228612880464,2.814471423389942,7.301762570081385,2
7.512252798647294,2.6735167918837686,7.414230409468937,3.0122527986472947,3.3877472013527052,7.504664645005009,2
7.141042626282331,3.6059715824784457,7.8059715824784455,2.1264928956196116,3.3205213131411657,7.242052131314116,2
7.003480930384849,3.217911441769091,7.6,1.9589557208845454,4.2196519069615155,7.003582288353819,2
6.915389628228608,1.530779256457216,7.384610371771392,2.312813829028523,5.856406914514261,7.108718617097148,2
6.6,2.8112802281101383,8.27097581751189,1.929024182488111,4.388719771889861,7.908555049447308,2
7.674815574507742,3.3748155745077426,7.349631149015485,3.300245900656343,2.3004918013126865,7.5899754099343655,2
7.115899156439641,1.8647843174870848,9.380683473926727,2.3772661042930943,3.261366947853453,7.45,2
6.5,2.102848457399798,7.193353599400472,1.7009494857999325,6.502848457399798,7.200759588639946,2
7.330094141529141,3.252429393853144,9.582523535382284,3.476214696926572,0.3587382323088574,8.178158212009087,2
7.137201808579278,1.8139909571036084,7.362798191420722,1.6744036171585568,6.0116054257378355,7.354609947186031,2
7.301228335332203,1.9105651842967988,6.898771664667797,0.21179351962900156,7.677641296074199,8.3723587039258,2
7.427357167797586,0.46816070805060356,8.868160708050604,3.7385624781771125,3.4977589379240945,7.356862513093732,2
6.755394139517149,2.8792271976810695,7.1276970697585735,3.465378662801782,3.772302930241426,7.7082287453526055,2
7.256634899262796,2.871682550368602,6.9,1.3283174496313976,5.6433651007372045,8.006285738329355,2
7.099704180837487,0.6,8.328698208212504,1.0857988054750036,6.8857988054750034,7.8529289846537536,2
7.8249128932208505,2.5498257864417004,9.22526132033745,2.6747386796625507,1.7252613203374492,7.98006968542332,2
6.073637137774595,2.3281800118592777,6.824545712591532,5.975454287408469,2.7981828503661275,6.434092844436488,2
